City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Bulawayo,ZW,-20.15,28.5833,65.16,24,1,6.42,clear sky
697,Surt,LY,31.2089,16.5887,74.5,60,6,12.01,clear sky
698,Lively,CA,46.4334,-81.1498,66.02,23,0,3.87,clear sky
699,Deputatskiy,RU,69.3,139.9,45.81,63,99,4.79,overcast clouds
700,Mlyniv,UA,50.509,25.6168,52.93,95,100,11.61,overcast clouds
701,Sajokaza,HU,48.2833,20.5833,58.21,90,93,1.32,overcast clouds
702,Karakol,KG,42.4907,78.3936,59.23,53,91,1.74,overcast clouds
703,Yarada,IN,17.65,83.2667,88.12,84,40,3.15,scattered clouds
704,Eshowe,ZA,-28.8865,31.4699,54.77,79,17,6.17,few clouds
705,Ketchikan,US,55.3422,-131.6461,49.98,93,90,5.75,light rain
706,Murray Bridge,AU,-35.1167,139.2667,53.56,46,82,7.87,broken clouds
707,Broken Hill,AU,-31.95,141.4333,46.11,36,1,8.55,clear sky
708,Santos Dumont,BR,-21.4567,-43.5525,85.6,43,79,1.63,broken clouds
709,Pinheiro Machado,BR,-31.5783,-53.3811,52.77,64,13,7.63,few clouds
710,Yerbogachen,RU,61.2767,108.0108,46.83,60,94,12.59,overcast clouds
711,Gushikawa,JP,26.3544,127.8686,75.2,92,90,19.06,light rain
712,Emerald,AU,-23.5333,148.1667,53.74,54,0,6.91,clear sky
713,Sosnovo-Ozerskoye,RU,52.5249,111.5418,32.5,58,68,5.66,broken clouds
714,Kloulklubed,PW,7.0419,134.2556,81.1,76,100,26.08,overcast clouds
715,Terrace,CA,54.5163,-128.6035,51.42,93,90,0.0,light rain
